,代碼,10日均量,60日高點,月營收YoY,投信連買天數
475,1443,35,29.1,7.51,0
476,1444,1203,10.4,-3.02,0
477,1445,854,27.15,-48.95,0
478,1446,223,37.2,980.85,0
479,1447,1115,8.96,-14.24,0
480,1449,546,22.6,-1.61,0
481,1451,221,20.3,14.47,0
482,1452,182,17.3,26.53,0
483,1453,2753,24.8,101.75,0
484,1454,39,16.75,2.67,0
485,1455,4027,15.2,1.49,0
486,1456,252,23.65,15.12,0
487,1457,464,20.8,23.72,0
488,1459,90,9.98,64.28,0
489,1460,1397,8.5,-9.9,0
490,1463,160,18.9,-14.61,0
491,1464,319,13.85,8.71,0
492,1465,120,15.3,-25.06,0
493,1466,140,14.25,9.16,0
494,1467,4239,11.65,46.06,0
495,1468,55,15.1,4.4,0
496,1470,15,21.0,-25.83,0
497,1471,743,18.25,13.01,0
498,2731,2443,142.5,81.57,0
499,2732,232,143.5,0.82,0
500,2734,302,43.55,69.56,0
501,2736,1147,29.9,-34.99,0
502,2739,753,63.5,21.04,0
503,2740,1,40.0,25.18,0
504,2743,905,130.5,180.04,0
505,2745,618,92.1,174.82,0
506,2748,920,83.2,43.62,0
507,2752,16,300.0,27.71,0
508,2753,259,171.0,9.43,0
509,2754,188,121.0,31.17,0
510,2755,12,115.5,10.46,0
511,2756,34,90.7,-13.16,0
512,2801,11312,18.45,-7.59,0
513,2809,3873,56.4,500.73,2
514,2812,4778,17.55,7.96,0
515,2816,866,37.25,15.65,0
516,2820,893,15.4,-38.45,0
517,2832,616,28.5,12.08,0
518,2834,21524,16.55,8.14,0
519,2836,3984,12.45,7.27,0
520,2838,1813,15.6,39.28,0
521,2845,4851,14.6,-0.24,0
522,2849,45,14.5,0.55,0
523,2850,843,90.0,17.86,0
524,2851,3325,25.6,16.1,0
525,2852,1547,20.85,14.01,0
526,2855,6474,27.05,80.68,2
527,2867,31416,6.14,2.39,0
528,2880,10017,23.2,10.76,0
529,2881,15044,70.7,201.07,0
530,2882,26502,49.7,62.2,0
531,2883,47676,14.55,-46.53,0
532,2884,22068,27.35,4.78,0
533,2885,19177,30.9,36.89,0
534,2886,15013,40.9,20.77,0
535,2887,15735,18.2,-0.13,0
536,2888,40170,8.92,664.95,0
537,2889,6419,14.0,2.94,0
538,2890,19201,21.95,32.42,0
539,2891,37655,33.05,79.8,0
540,2892,12593,27.8,11.87,0
541,2897,8882,10.25,-7.21,0
542,2901,31,27.65,10.17,0
543,2903,3957,31.45,-0.36,0
544,2904,77,19.0,9.76,0
545,2905,1670,13.8,21.96,0
546,2906,650,21.45,7.36,0
547,2908,217,20.8,-2.59,0
548,2910,27,27.9,8.38,0
549,2911,142,8.16,-10.68,0
550,2912,1058,277.5,5.96,0
551,2913,1852,21.2,-4.12,0
552,2915,1993,62.9,-32.51,0
553,2916,206,64.9,12.06,0
554,2923,26,27.7,12.3,0
555,2924,13,27.3,26.81,0
556,2926,14,65.2,14.76,0
557,2929,208,12.0,-15.2,0
558,2937,22,36.8,-7.62,0
559,2939,50,30.5,-68.84,0
560,2945,26,46.95,1.44,0
561,2947,20,83.6,9.17,0
562,2948,17,68.6,-7.89,0
563,2949,20,120.0,2.46,0
564,3002,541,17.85,-9.72,0
565,3003,429,72.5,-1.45,0
566,3004,1375,119.5,14.13,0
567,3005,8921,155.5,-2.78,1
568,3006,4461,97.8,29.01,0
569,3008,776,2640.0,4.31,0
570,3010,5178,130.5,15.1,0
571,3011,397,35.3,-19.96,0
572,3013,33156,74.3,7.88,0
573,3014,1789,183.0,-3.58,4
574,3015,2534,60.8,-32.54,0
575,3016,1714,61.9,-9.6,0
576,3017,14602,643.0,6.6,0
577,3018,73,16.5,-31.76,0
578,3019,890,69.2,5.95,0
579,3021,275,26.0,12.65,0
580,3022,692,85.0,-31.34,0
581,3023,904,286.0,-3.15,0
582,3024,2927,19.05,-33.46,0
583,3025,2824,80.3,-43.87,0
584,3026,202,97.8,-13.94,0
585,3027,4921,47.05,47.34,0
586,3028,709,37.0,13.09,0
587,3029,2355,78.8,26.13,0
588,3030,2861,100.0,1.23,2
589,3031,412,20.55,-28.49,0
590,3032,5439,85.4,-15.22,0
591,3033,4743,33.9,12.26,0
592,3034,4503,630.0,-6.6,40
593,3035,6424,455.0,-23.88,1
594,3036,21913,175.5,72.03,1
595,3037,12356,200.0,2.74,0
596,3293,1462,1165.0,31.81,1
597,3294,10819,58.5,20.24,0
598,3296,845,25.45,2.88,9
599,3297,272,24.5,17.51,0
600,3303,342,34.95,10.14,0
601,3305,2363,78.0,-0.76,0
602,3306,1562,58.7,-6.82,0
603,3308,415,39.3,-91.3,0
604,3310,59,111.0,-18.45,0
605,3311,169,43.95,8.41,0
606,3312,17111,51.5,19.77,0
607,3313,882,28.0,-81.76,0
608,3317,200,57.5,-13.84,0
609,3321,800,21.0,31.56,0
610,3322,1719,27.85,-8.74,0
611,3323,168,29.0,-41.69,0
612,3324,11211,865.0,-16.71,0
613,3325,1754,42.5,-18.31,0
614,3332,40,45.0,-25.32,0
615,3338,2318,76.1,14.53,9
616,3339,5685,37.8,10.86,0
617,3346,1753,51.9,-18.69,9
618,3349,8,28.6,51.95,0
619,3354,1059,31.55,49.2,0
620,3356,2991,56.9,13.51,0
621,3357,495,127.5,4.8,0
622,3360,1853,22.35,-58.26,0
623,3362,2101,285.0,-5.34,0
624,3363,9557,133.5,-15.74,0
625,3372,3551,24.4,22.04,0
626,3373,128,28.6,-7.88,0
627,3374,1411,135.5,-4.23,0
628,3376,6628,224.0,53.45,0
629,3379,68,15.85,0.35,0
630,3380,1793,39.25,-34.77,0
631,3388,91,78.0,0.13,0
632,3390,1073,38.5,-8.16,0
633,3402,3987,121.5,40.07,0
634,3406,1889,509.0,86.32,0
635,3413,1913,314.0,-3.2,0
636,3416,588,155.0,-1.32,0
637,3419,292,18.1,18.72,0
638,3426,29,46.3,38.8,0
639,3430,277,51.5,44.39,0
640,3432,319,20.8,11.77,0
641,3434,114,34.5,-1.74,0
642,3437,1422,38.65,-0.83,0
643,3438,489,93.5,-9.9,0
644,3441,165,39.45,1.3,0
645,3443,3322,1860.0,-0.03,0
646,3444,1217,126.5,13.91,0
647,3447,41,38.8,-60.72,0
648,3450,10322,79.8,10.99,0
649,3454,201,159.0,-11.65,0
650,3455,667,87.5,-11.58,0
651,3465,38,80.7,-29.67,0
652,3466,2642,40.2,-95.04,0
653,3479,792,129.0,-34.82,0
654,3481,91340,17.0,14.97,0
655,3483,1300,182.5,-3.58,0
656,3484,962,53.7,12.11,0
657,3489,749,27.15,-36.11,0
658,3490,2797,34.0,-39.57,0
659,3491,1621,172.0,2.31,0
660,3492,71,21.9,22.39,0
661,3494,114,7.05,3.59,0
662,3498,843,41.8,-86.39,0
663,3499,650,25.15,-36.06,0
664,3501,542,60.0,5.13,0
665,3504,526,74.0,-28.81,0
666,3508,183,28.2,-40.32,0
667,3511,79,28.3,-43.47,0
668,3512,1238,38.05,-49.8,0
669,3515,893,308.5,-2.02,9
670,3516,496,33.7,16.47,0
671,3518,208,36.25,-6.09,0
672,3520,321,21.45,-15.39,0
673,3521,702,24.6,144.2,0
674,3522,314,21.2,38.21,0
675,3523,235,19.95,27.02,0
676,3526,644,237.0,45.93,0
677,3527,127,110.0,14.17,0
678,3528,46,51.4,-36.52,0
679,3529,639,3245.0,45.14,0
680,3530,739,136.5,-27.25,0
681,3531,48,34.0,-15.42,0
682,3532,1142,174.5,-23.28,2
683,3533,1505,1630.0,4.12,0
684,3535,4455,25.4,-52.45,0
685,3537,241,41.85,-4.15,0
686,3540,951,56.8,-10.24,0
687,3541,131,39.65,-45.88,0
688,3543,236,29.3,-4.47,0
689,3545,2498,108.5,-18.2,0
690,3546,185,83.5,-7.56,0
691,3548,8126,288.0,38.76,0
692,3550,108,16.3,-20.27,0
693,3551,2208,129.0,6.83,0
694,3552,315,136.0,-18.81,0
695,3555,325,39.3,1255.49,0
696,3556,108,62.5,-39.97,0
697,3557,1026,71.2,71.3,0
698,3558,460,248.0,-49.9,0
699,3563,1448,413.0,-49.49,0
700,3564,593,69.8,-8.76,0
701,3567,253,44.5,-1.77,0
702,3570,98,175.0,-22.95,0
703,3576,9090,14.4,-63.42,0
704,3577,40,78.5,-30.34,0
705,3580,238,59.3,-47.84,0
706,3581,372,34.8,-18.77,0
707,3583,10428,380.5,29.51,0
708,3587,2242,309.5,5.29,4
709,3588,1680,118.0,41.21,0
710,3591,473,27.5,10.65,0
711,3592,712,498.0,63.84,0
712,3593,30,13.55,-3.45,0
713,3594,297,46.6,-41.34,0
714,3596,1319,199.0,6.95,3
715,3597,255,26.3,-28.94,0
716,3605,1030,43.0,-7.15,0
717,3607,1088,21.3,-26.87,9
718,3609,210,38.7,-41.89,0
719,3611,173,244.5,-12.35,0
720,3615,3392,31.65,6.72,0
721,3617,1913,252.0,-11.03,0
722,3622,9148,69.4,-9.21,0
723,3623,194,48.25,-26.52,0
724,3624,358,56.2,-15.08,0
725,3625,178,15.8,-60.12,0
726,3628,348,51.3,5.83,0
727,3629,20,33.3,-99.91,0
728,3630,343,35.55,18.82,0
729,3631,136,41.0,-64.69,0
730,3632,17,14.7,-23.39,0
731,3645,2875,48.3,44.57,0
732,3646,81,31.0,7.74,0
733,3652,92,31.15,-0.24,0
734,3653,1140,996.0,10.17,0
735,3661,3040,4430.0,51.93,1
736,3663,891,50.5,-17.44,0
737,3664,162,33.3,29.2,0
738,3665,906,262.5,-6.76,0
739,3666,4949,40.05,-30.46,0
740,3669,251,58.5,-6.48,0
741,3672,43,27.5,-44.2,0
742,3673,4280,40.35,-15.38,0
743,3675,986,288.0,28.96,1
744,3679,133,122.5,18.87,0
745,3680,2335,479.0,-30.14,0
746,3684,13,47.1,-3.55,0
747,3685,173,22.2,-25.63,0
748,3686,1392,16.15,249.61,0
749,3687,198,108.0,-8.95,0
750,3689,2970,88.5,-39.73,0
751,3691,2068,156.0,132.38,0
752,3693,651,469.0,-19.24,0
753,3694,1893,58.1,-10.5,9
754,3701,940,70.8,-20.29,0
755,3702,7221,97.3,26.71,4
756,3703,4057,32.95,-4.27,0
757,3704,3398,50.1,-30.28,0
758,3705,445,49.3,-6.76,0
759,3706,17712,57.9,-6.71,11
760,3707,8541,71.6,-19.25,4
761,3708,3881,131.0,-2.57,5
762,3709,108,30.1,-1.94,0
763,3710,1317,10.8,11.53,0
764,3711,17235,163.5,-0.25,4
765,3712,4427,49.75,67.53,0
766,3713,40,25.35,-30.01,0
767,3714,2274,45.1,1.68,0
768,3715,18036,85.2,4.9,0
769,4102,357,41.3,-26.56,0
770,4104,370,97.4,-4.87,0
771,4105,608,82.0,-6.71,0
772,4106,139,28.9,-23.85,0
773,4107,217,127.0,9.83,0
774,4108,251,23.5,-35.21,0
775,4109,2437,27.0,85.05,0
776,4111,150,26.7,-3.32,0
777,4113,1279,44.4,345.39,0
778,4114,1215,39.95,-13.14,0
779,4116,76,64.8,-1.98,0
